gender;firstname;lastname;address;city;birthday
M;Jean-Luc;Polese;Rue gué des bagneaux 17;Belgrade;19791015
F;Monique;Polet;rue des inhauts, 27;Namur;19930130
M;Julien;Pollak;rue de la station 36;Namur;19971019
M;Damien;Poncé;Avenue du Parc(BU) 8;Namur;19970814
M;Benoît;Poncelet;rue Florent Delvaux 14;Sivry;19820528
F;Elodie;Poncelet;rue forges Monseu, 42;Namur;19881031
F;Julie;Poncelet;;Namur;19890203
F;Maureen;Ponsart;Rue de la Reine(VD) 13;Olloy-sur-Viroin;19930616
M;Loic;Ponthot;363, chaussée de Louvain;Lustin;19790508
F;Carole;Poppe;Rue de Sedent(JB) 62 /0007;Vezin;19820808
F;Marjolaine;Poppe;rue J-B périquet, 11;Namur;19830621
M;Mickaël;Poskin;u de Pontillas 20;Chimay;19950207
M;Paul;Posset;rue Charles Bouvier 26 bte8;Nismes;19790512
M;Sébastien;Potier;rue du Hachet 2 B;Namur;19911104
M;Romain;Poucet;rue J-B periquet 2;Franchimont;19830708
M;Fabrice;Poucet;rue de fumay 25;Namur;20000511
F;Lisa;Pouillion;Rue des Sarazins(CH) 4;Mariembourg;19930421
M;Mustafa;Poulain;rue E Jacot 1;Dinant;19840218
F;Aurélie;Poumay;Route d'Andenne 4 /FA08;Couvin;19920809
F;Olivia;Pourveur;rue du Village 13;Namur;19791217
M;Stéphanie;Poveda;rue d'Orléans 3/A;Couvin;19880709
F;Christine;Pradal;;Eghezée;19800702
M;Jean-Louis;Praile;Rue du Centre, Godinne 6;Couvin;19920915
F;Célie;Preudhomme;Rue Des Pitteurs 9;Vaux-sur-S¹re;19840909
M;Esteban;Preud'Homme;rue de Oignies, 21;Namur;19870826
F;Elisabrth;Preumont;Cité Germinal, Rés.Camélia(SS) 12;Namur;19860806
F;Célestine;Primerose;allée des bouleaux, 210D;Vierves-sur-Viroin;19800911
F;Françoise;Prinz;rue du bois de Lahaut 28;Namur;19920321
M;Christophe;Proces;ch. de Louvain, 354;Namur;19780613
F;Coralie;Proces;rue des Ramiers, 37;Br¹ly;19780709
F;Eleonore;PROPHETE;Rue du Village(BU) 4;Eghezée;19850514
F;Marion;Prosman;Rue de la Cointe(SM) 43;Marchovelette;19920131
F;Véronique;Puissant;Rue Alphonse Van Gricken(VD) 13;Namur;19890906
M;Jean;Puissant;rue haute fitombe 5;Namur;19930302
M;Pierre;Puits;11, rue Pierre Cambier;Couvin;19890606
M;Mickaël;Purnode;Quai De L'écluse 8 Bte 98;Namur;19820806
M;Guy;Quenelisse;route Nationale, 1;Namur;19861106
F;Isabelle;Quenon;Rue des Roses(JB) 19;eghezée;19990816
F;Anne;Questiaux;Boulevard de Merckem(NR) 33;Vedrin;19830923
M;Jérôme;Quevrin;Rue De La Consolation 3;Ramillies;20000228
M;Alexis;Quinart;avenue du Parc 15;Eghezée;19800814
M;Julien;Quinart;rue Arthur Joseph Piersotte 18;Orp-Jauche;19891120
F;Marie-Bénédicte;Quinet;rue des Cytises 26;HannÛche;19790325
F;Francoise;Quoniam;Rue Longue 46;Mazée;19870413
F;Nicole;Rabeux;Rue Aimable Vigneron(FW) 5;Hamois;19901226
F;Tessy;RAcapé;rue bel Horizon 6;Vierves-sur-Viroin;19901102
M;Olivier;Radart;rue de Rocroi 8;Namur;19860728
F;Pascale;Raguet;rue de la station, 24;Namur;19841014
M;Daniel;Rahamefy;;Namur;19881027
M;Julian;Ramecourt;résidence Emile Donnay 308;Namur;19791229
M;Henri;Ramlot;rue Pierre Depoortere 43;Eghezée;19940517
F;Shqipe;Rangboonlue;Chaussée de Louvain 287;Namur;19931007
M;Michel;Rase;rue de la pecherie 1 7;Fosses-la-Ville;19940128
M;Martin;Raskin;rue de forzée, 93;Florennes;19870521
F;Geraldine;Rauw;Pré Saint-Martin,F.-W. 5;Namur;19830712
M;Tayson;Ravet;Rue Petite ForÛt(BU) 7;Meux;19820701
F;Monique;Ravignat;Rue Saint-Martin 43 /0005;Couvin;19990226
F;Angélique;Ravyst;rue du calvaire 6;Namur;19880902
M;Selvam;Raymond;rue Désiré Sorée 41 B;Wanlin;19880523
F;Aline;Raymond;Rue Aimable Vigneron(FW) 5;Perwez;19890911
M;Axel;Rega;route de Régniessart;Namur;19780716
F;Florence;Regnier;boulevard de Bryas, 6;Namur;19850703
F;Agnes;Reinbold;Route de Hannut(BU) 49;Flawinne;19900913
F;Annie;Rekko;Résidence Montbard 2;Houyet;19821122
M;Stratos(Raphael);Remacle;13 rue cannevaux;Namur;19930830
M;Christian;Remy;rue bas de la place 7;Mariembourg;19890818
M;Walther;Renault;rue A Amant 62;Namur;19780825
F;Sophie;Renaux;Rue De La Station 34;Namur;19911211
F;Jeannine;RENIER;Rue de Sardanson(BU) 74;Namur;19861223
F;Fabienne;Renotte;route de Dailly6;Aische-en-Refail;19790609
F;Juliette;Reuchamps;rue de Najauge 38;Petigny;19800411
M;Gregoire;Ricca;Av. Jean Materne, 220;Bouge;19990703
M;Edward;Riche;Rue Dauphine 26;Ohey;19790120
M;Thomas;Riche;rue du reposoir 105;Fagnolle;19850423
F;Isabelle;Richoux;rue de Jamiolle 91;Namur;19970918
M;Tarig;Rihoux;;Couvin;19840402
F;Florette;RINGOOT;Avenue du Transvaal(VD) 73;Floreffe;19910215
M;Julien;Rivet;rue Gustave Guidet 11;Namur;19850123
M;Xavier;Roba;chaussée de louvain, 454;Olloy-sur-Viroin;19850507
F;Régine;Robaeys;363, Ch. de Louvain;Warnant;19891026
M;Arnaud;Robe;Rue de la Chistrée,Spy 19 /000A;Namur;19940818
M;Philippe;Robeaux;Rue des Arzières, 3;Assesse;19870218
M;Pierre;Robert;Rue De Fumay 33;Namur;19780507
M;Guillaume;Robert;résidence Montbard 7;Nismes;19790216
F;Rosy;Roberto;Rue Du Rond Point 351;Namur;19910708
F;Helene;Robette;rue Eugène Defraire 34;Namur;19841029
F;Fabienne;Robin;rue des maquisards, 6;Namur;19800911
M;Stéphane;Robin;faubourg St Germain 38;Lives-sur-Meuse;19841202
M;Bernard;Rochette;rue de Vencimont, 18;Yvoir;19790712
M;Yves;Rodrigues;rue St Joseph 96;Fernelmont;19801104
F;Marie-Nelly;Rodrique;Rue des Ramiers(BU) 23;bouge;19880817
F;Véronique;Roland;place St Séverin 4;Namur;19871230
M;Christian;Roly;rue de Najauge 19;Jambes (Namur);19850710
F;Dominique;Romainville;Rue Du Grand Feu 105;Wezembeek-Oppem;19850709
F;Constance;Rommelaere;Rue des Mésanges Bleues(BU) 26;Saint-Servais;19850522
M;Sacha;ROSIER;Chaussée de Louvain(BU) 363 /013A;olloy-sur-Viroin;19881126
F;Laura;Rosier;rue des Hayettes 1;Bouge;19991020
F;Sylvie;Rosmant;rue Fernand Champs, 35;Le Mesnil;19950722
M;Richard;Rossillon;route de Wasseige, 4;Namur;19860903
M;Philippe;Rouard;Rue des Roses Trémières(VD) 31;Namur;19840309
M;David;Rouard;Rue Grande 14;Beez;19990928
M;Tom;Roueaux;rue Hector Fontaine 1;Saint-Servais;19870331
M;Jerry;Rouire;Rue Grande 45;Br¹ly-de-Pesche;19861116
M;Frederic;Roulin;rue couturelle 1;Namur;19880926
F;Margaux;Rowart;fond de Champion 16;Bouge;19801212
F;Elise;Sabbe;Chaussée de Louvain(CG) 850;Mariembourg;19830127
F;Patricia;Sablon;rue de Vitry, 2;Bouge;19790716
M;Erik;Sablon;rue de vitry, 4;Wavre;19800911
F;Nathalie;Sacotte;Rue Du Sart Helman 13;Olloy-sur-Viroin;19860811
F;Marie;SACRE;Route de Wasseiges(CG) 136;Oignies-en-Thiérache;19880402
M;Julien;Sadoine;Avenue Const.De Montpellier(VD) 11;Floreffe;19881022
M;Jules;Saey;Rue Grande(WD) 84;Fernelmont;19930701
F;Anne;Saida;rue Copette 3;Oignies-en-Thiérache;19851019
M;Gauthier;Sainte;rue de la chavée 64;Namur;19950211
F;Benedicte;Salengros;rue Ste Anne 29;Namur;19960125
M;Justin;Saligot;Rue Biernostet(LV) 31;Winenne;19980219
M;Albert;Salm;rue de la naie, 11;Namur;19870923
M;Arthur;Sancarlo;Rue de Boignée(WB) 97;Dinant;19921215
M;Charles;Sanglier;Chaussée de Louvain(BU) 363 /0021;Couvin;19960108
F;Jocelyne;Sapin;Rue bataillon des canaris, 2;Profondeville;19780723
F;Caroline;Saremans;Avenue Arthur Procès 10;Namur;19891120
M;Jean-François;Sarens;Rue Saint-Donat(SS) 108;Couvin;19950213
M;Xavier;Sartori;quartier des uwes 20;Namur;19880923
F;Katty;Saume;Rue De La Station 73;Eghezée;19830730
F;Agatina;Saussez;Avenue du Parc(BU) 34;Sambreville;19810812
F;Julie;Saweryniuk;Rue Badoux(NN) 23;Beez;19971203
F;Mathilde;Sawtschenko;rue de la Forestière 123;Couvin;19870503
F;Zejnep;Saxe;Place SaintMeen 2;Malvoisin;19930310
F;Karima;Scarcez;21rue des sarrazins;Berzée;19920302
F;Jennifer;Schaefs;Chausse De Dinant, 141;Dinant;19890905
F;Adèle;Scheepmans;rue des frères bourrés, 40;Jambes (Namur);19880826
F;Flora;Schiettekatte;chaussée de Louvain 448;Jambes;19931205
F;Lionita;Schmit;résidence E. Donnay, 231;La Bruyère;19880715
F;Sophie;schmit;;Wépion;19961205
M;Jacques;Schoonveld;Rue De La Marcelle 49;Dinant;19790722
F;Juliette;Schoos;rue des cognassiers 21;Sambreville;19911125
F;Fabienne;Segikwiye;Montagne d'Hastedon 58;La Bruyère;19921211
F;Eva;Selemani Lusembula Sisso;Place Victor Cornet(SS) 34;Bouge;19910213
F;Chantal;SELVAIS;Chaussée de Louvain(BU) 459;Jambes;19921103
F;Anais;Senterre;Rue des Carrières 27;Namur;19820624
M;Thomas;Septroux;347, Chauss2E De Louvain;Assesse;19800428
M;Halil;SEPULCHRE;allée du chant des oiseaux 17;Namur;20000620
F;Laurence;Servotte;Rue Pôlet(VD) 42;Bouge;19851002
M;Aloîs;Servotte;Rue du Sanctuaire(BU) 6;Saint-Servais;19880827
M;Maxime;Seumois;rue Sergent Benoit, 13;Bossière;19820624
F;Leslie;Sevrin;Rue du Bataillon des Canaris(BU) 23;Olloy-sur-Viroin;19891201
M;Karim;Sheng;Chaussée de Louvain(BU) 397;Namur;19850108
F;Chloé;Siberdt;avenue belle vue, 19;Profondeville;19850916
M;Laurent;Silverans;chaussée de Namur 269;Namur;19860426
M;Baptiste;Silvestri;chaussée de Louvain 363;;19880913
F;Loretta;Silvestri;chaussée de Louvain 363;Bouge;19941020
M;Raphael;Simeon;rue St Roch, 23;Namur;19881219
F;Mélanie;Siméon;rue Joseph Wauters, 41;Vierves-sur-Viroin;19820922
F;Katia;Simon;rue du piège 4;Oignies-en-Thiérache;19791111
F;Margherite;Simon;rue Charlemont 5;Namur;19850228
F;Francesca;Simon;rue Dr Charles Leemans;Namur;19870924
F;Béatrice;Simon;rue Noiret, 7;Burdinne;19880521
F;Marie;Simon;Le Val Vert(VD) 13;Namur;19900514
M;Arnaud;Simon;10, rue des différends;Aublain;19901225
F;Anne-Claire;Simon;Drève du Parc d'Erpent(EP) 31 /0001;Namur;19931012
M;Olivier;Simon;chaussée de Louvain 350;Namur;19940607
F;Moïsha;Simon;rue de Baimont, 13;Yvoir;19980807
M;Charles;Simonart;rue de la forestière 125;Dhuy;19820806
M;Jacques;Sipelier;place A. Richmans, 15;Wavre;19790219
F;Pauline;Slembrouck;résidence donnay, 220;Vedrin;19881101
M;Eliot;Slosse;Avenue du Parc(BU) 54;Boussu-en-Fagne;19850701
F;Marie;Smessaert;fbg St Germain, 2;Chimay;19901206
M;Jean;Smet;rue chereulle 11;Huy;19870915
M;Thomas;Smets;Rue Sergent Delisse(BU) 35;bouge;19940916
F;Claudia;Soen;avebue Charles Capelle 55;Couvin;19900215
M;Jose;Soete;Rue du Grand-Enclos,Nevraumont 27 /;Namur;19890519
F;Colette;Sohy;rue Mazy 16;Namur;19811123
F;Laurence;Somers;Rue Saint-Luc(BU) 67;Saint-Servais;19861226
M;Jérome;Sonvil;rue de Najauge 35;mATAGNE LA PETITE;19840521
M;Sébastian;Sorée;rue de la tour carrée 338;Yvoir;19990108
F;Anne;Soussigne;rue de la croisette 25;Anderlecht;19811017
M;Jean;Soussigne;rue du Nestry 3;Olloy-sur-Viroin;19961030
M;Baptiste;Spinette;Rue de la Sitrée(VD) 37;La Louvière;19840118
F;Kathleen;Squelard;Rue Des Religieuses 8;Oignies-en-Thiérache;19930622
M;Damien;Squevin;bas du village, 6;Jambes (Namur);19840612
F;Hirmet;Staelens;rue des écoles 22;Namur;19930403
M;Benjamin;Stas;route de Hannut 88;Namur;19930717
F;Isabelle;Stass;résidence Montbard, 63;Mariembourg;19800703
M;Lionel;Stassin;Rue de la Dodane 8;Andenne;19881103
M;Michel;Steinbusch;rue des basses 14;Namur;19960220
M;François-Xavier;Sternon;Saint Gilles 13;Namur;19900903
F;Dominique;Sterpenich;rue d'ostraux, 12;Gedinne;19790806
F;Catherine;Stevant;rue Dachelet 10;Mariembourg;19990324
F;Veronique;Stevens;rue du Piroy 36;Namur;19930906
F;Annick;Stoffel;Rue des Champs Verts(CH) 13;Frasnes (Nam.);19850219
F;Alexandra;Storari;rue Albert 1er 22;Namur;19830217
F;Danielle;Storez;rue froidvau, 41;Namur;19920930
F;Juliette;Storm;Rue Louis Delimoy(BU) 24;Couvin;19890811
M;Arnaud;Streel;chaussée de Louvain 399;;19791128
F;Annie;STRUMELLE;Rue de Sardanson(BU) 34;Tenneville;19810628
F;Nicole;Suleau;Rue Félicien Terwagne(VD) 3;Couvin;19981123
F;Véronique;Suray;Rue Ainseveau 44;Namur;19830803
F;Philippine;Surdan;Rue grande, 39;Dourbes;19901010
F;Nathalie;Swinnen;Chaussée de Louvain(BU) 380;Namur;19800124
F;Nadine;Swinnen;Sentier Baribant, March. 5;Namur;19920610
M;Dimitri;Szabo;Rue de Cognelée, March. 1;Hour;19940530
F;Isabelle;Tagnon;rue de la consolation 11;Nismes;19861205
F;Jacqueline;Tahon;avenue du Parc, 4;Malonne;19790217
M;Gilles;Tamenne;rue Royale 44;Namur;19920201
M;Marcel;Tamigneaux;;Couvin;19990730
M;Serge;Taquet;rue du sanctuaire, 7;Namur;19900913
F;Alicia;Tasiaux;Rue de Géronsart(JB) 317;Couvin;19830713
F;Celia;Tasiaux;Rue de Géronsart(JB) 317;Namur;19860922
M;Julien;Tasiaux;Rue de Géronsart(JB) 328;La Bruyère;19881001
F;Olivia;Tellier;chée de l'Europe, 6;Namur;19790804
F;Florence;Telliez;rue des béguines, 5;Marchovelette;19910608
F;Aurore;Terwagne;Rue Arthur Joseph Piersotte(BU) 18;Grand-Rosière-Hottomont;19880513
F;Martine;Terwagne;Route Du Lion, 11;Bouge;19900702
F;Evelyne;Terwagne;Rue de l'Echangeur(DX) 110;Namur;19940824
F;Amandine;Teyssandier;rue du perron, 9;La Bruyère;19970217
F;Danielle;Thaon;rue ferrer 24;Gembloux;19821105
F;Juliette;Théate;résidence Emile Donnay 527;Hastière;19881210
M;Leo;Theis;37chaussée de Philippeville;Couvin;19801106
F;Virginie;Theis;rue Camille Hubert 3;Emines;19860402
F;Nadine;Thibaut;Rue D'En Haut 15;Couvin;19880803
M;Guillaume;Thibaut;rue Paul Verblist 2;Namur;19940410
M;Jean-Marie;Thibeaux;18, rue bataillon des canaris;Namur;19790608
M;Di;Thibou;rue sur le fond barbette 64;Hastière;19870909
M;Willy;Thieffry;rue de la station, 42;Namur;19791211
M;Jean-Louis;Thiltges;Basse-Montagne(WP) 2;bouge;19870112
M;Philippe;Thiran;Rue des Ramiers(BU) 73;Frasnes (Nam.);19920501
F;Bernadette;Thirifays;153, rue du Bransart;Mazée;19910516
M;Benoit;Thirion;Rue Des Allouettes 13 Boite 10;Namur;19880816
M;Lucas;Thirionet;Route de Wasseiges(CG) 168;Bouge;19810109
M;Dirk;Thirionet;Rue des Loges 40;Namur;19810910
F;Alison;Thirionnet;avenue du Parc 26;Champion;19800818
M;Antoine;Thiry;Rue du Bois Alexandre,Hanret 14;Beauraing;19870129
M;Miguel;Thiry;Route d'Andenne 4 /FA08;Namur;19911204
F;Ariane;Thiry;Try Jaucquet(VD) 48;Br¹ly;19971201
M;Geoffroy;Thola;rue des carmes, 73;Couvin;19880812
M;Yves;Tholet;Rue du Sanctuaire(BU) 41;Eghezée;19861022
F;Sylvie;Thomas;rue Général de Monge 55;Willerzie;19951029
F;Catherine;Thomee;av. du champs pia, 36;Boussu-en-Fagne;19820406
F;Francoise;Thone;rue des sports 20;Namur;19910529
F;Anne;Thyrion;Rue des Faucons(BU) 28;Couvin;19910214
F;Anne-Françoise;Thys;rue Ste Anne 14;Namur;19870828
M;Jean-Christophe;Thys;Rue des Ecoles, V.-lez-Heest 6;Couvin;19881102
M;Axel;Tihon;Rue Basse chaussée(CG) 122;Saint-Servais;19930908
F;Eline;Timmermans;rue du trenoy 3 b;Eghezée;19980909
F;Béatrice;Tinant;Rue d'Insevaux(ML) 129;Namur;19960811
M;Jean-Paul;Tintinier;allée de la chénéen;Bouge;19871210
M;Frank;Tissot;route de Dinant, 26;Namur;19790222
M;Didier;Tonneau;rue de l'escalier, 14;Pesche;19840812
F;Hélène;Tonneau;rue de Forzée, 80;Couvin;19841002
F;Marie;Topojani;bld de Merckem 34;Jambes (Namur);19960717
F;Marie;Tormen;rue bemelmans 24;Namur;19860907
F;Charlotte;TOUCHEQUE;Rue de Sardanson(BU) 51;Namur;19811231
M;Lucas;TOUCHEQUE;Rue du Sanctuaire(BU) 72;Namur;19830701
M;Atnan;Toussaint;Avenue Du Gardon, 11;Vedrin;19781023
F;Nina;Toussaint;Rue Sainte-Rita(BU) 90;Namur;19810703
F;Fabienne;Toussaint;rue Marcel Moreau 23;Olloy-sur-Viroin;19811119
M;Romain;Toussaint;rue des pitteurs 11;Beauraing;19861030
F;Francoise;Tribolet;Rue des Prés(SS) 90;Beez;19900210
F;Bérénice;Tricot;rue du moulin 30 bte C;Fernelmont;19800706
M;Christian;Trocheri;rue des sports, 17;Vaucelles;19870204
F;Myriam;Troncon;rue grande, 16;Jambes (Namur);19791224
F;Carole;Troncon;rue Ste Barbe 8;Mariembourg;19810406
F;Kalema;Troncon;Rue du calvaire, 4;Vedrin;19870209
F;Catherine;Troussart;rue Alfred Brasseur 64;Namur;19950324
F;Joëlle;Truant;rue de l'eau vive, 46;Aisemont;19861210
F;Maurine;Tsatsangoma;rue de Juifs, 4;Bouge;19910918
M;Jean-Luc;Unali;48 rue de la Croix;Couvin;19890311
F;Anne-Laure;Usman;Avenue Antoine Woitrin 2 /0009;Oignies-en-Thiérache;19860626
F;Sophie;Valette;Rue De La CrÛte 20;Couvin;19930219
M;Nicolas;Valez;rue florent Delvaux 16;Mariembourg;19780806
F;Jeanne;Valtin;Caillou D'Eau 110;Jambes;19840804
F;Pascale;Valtin;résidence Emile Donnay 206;Namur;19860718
F;Celine;Van Belle;Rue de la Jonquière(CH) 19;Namur;19910608
M;Benoit;Van Caekenberghe;Rue de Courrière 41;Pesche;19880718
F;Sandrina;Van Callenberg;rue St Nicolas 7;Namur;19791027
F;Benedicte;Van Cauteren;rue Haute Fontaine 13;Anderlues;19920806
F;Cécile;Van Craenenbroeck;rue Grande 23;Namur;19790704
M;Bernard;Van Craenenbroeck;rue de la bruyère fleurie 1;Namur;19890613
F;Beatrice;Van Craenenbroek;rue St Nicolas, 4;Namur;19781206
F;Benedicte;Van de Poele;Rue du Collège 12;Saint-Marc;19910206
F;Emma;Van Den Broele;24,Rue H. Linchet;Presgaux;19871004
M;Didier;Van Der Elst;Place des Tilleuls 14;Namur;19791129
F;Ariane;Van Der Linden;chaussée de l' Europe, 115;Mazée;19810109
M;Carlo;Van Der Perren;rue Général de Monge 122;St servais;19931007
F;Eve;Van Dyck;Avenue du Parc(BU) 36;Flawinne;19820815
F;Alessandra;Van Eenoo;Rue Florimond Bidron(VD) 77;Frasnes (Nam.);19891225
F;Claudine;Van Emelen;rue fond de champion, 54;Treignes;19860106
F;Caroline;Van Ermen;Rue Desiree Soree, 21;Couvin;19850411
F;Marie-Louise;Van Espen;allée ds sapins, 26;Namur;19821227
M;Martin;Van Heuckelom;Avenue Comte de Smet de Nayer 10 /0;Olloy-sur-Viroin;19800617
M;Patrick;Van Immerseel;courte rue, 2;La Bruyère;19860124
F;Monique;Van Melkebeke;Rue de la Paix 60;Namur;19970317
F;Bau;Van Muylder;rue du centre, 3;Namur;19790121
M;Frédéric;VAN OBBERGHEN;Rue de Pitteurs(BU) 2 /0001;Namur;19810130
M;Marc;Van Royen;Avenue du panorama 3 bte 43;Pondrôme;19890413
M;Felix;Van Ruysevelt;Rue des Sarazins(CH) 12;Namur;19990326
F;Estelle;Van Tilt;rue dans les prés 18;Couvin;19860128
F;Carine;Vandekerkove;44 rue des fraises;Mariembourg;19880730
M;Pierre;Vandeloise;rue Ainseveau 4;Bouge;19910829
M;David;Vandenplas;rue du chateau, 25;Couvin;19800210
F;Sabine;Vander Maren;Rue Florimond Baugniet,Dhuy 19 /A;Namur;19981119
M;Leo;Vanderbecken;Rue de la Reine(VD) 22;Gesves;19851018
M;Pierre;Vanderbiest;Rue du Centre(SM) 208;Chaumont-Gistoux;19881003
M;Idris;Vanderhoven;Boulevar de Meuse 40/8;Froidchapelle;19781106
F;Nadine;Vanderleenen;rue Général De Monge 143;Sart-Bernard;19990814
M;Frédéric;Vanderlinden;chaussée de Louvain 367 /10;Mehaigne;19800713
M;Emmanuel;Vanderlinden;34, chaussée de Charleroi;Namur;19920110
M;Jean;Vandersanen;Avenue Joseph Abras(BL) 15;Champion;19840605
M;Pierre;Vandersleyen;Rue de Suarlée, Rhisnes 22;Petigny;19860207
F;Bénédicte;Vanderstracten;pl. Michel Goutier 8;Namur;19830401
M;Gilbert;Vandorn;rue de Boutonville 2;Bruly de Pesche;19791106
M;Robin;Vanhecke;Rue Pôlet(VD) 53;Champion;19810901
M;Marc;Vanhecke;rue de Mariembourg, 18;Beauraing;19830512
F;Anne-Michèle;Vanhemelen;route Charlemagne 11/4;Anhée;19950616
F;Justine;Vanheule;Rue Del'Grète(DX) 75;Bouge;19951214
M;Henry;Vankoekelberg;Rue Sur Le Fond Barbette 64;Habay;19860306
F;D;Vanlunter;tienne du Loret, 19;Bouge;19810111
M;Martin;VANNESSE;26 rue guyaux;Couvin;19830514
M;Veronique;Vannieuwenhoven;Rue Des Ramiers 58;Chimay;19800824
M;Julian;Vanspauwen;rue de Bouillon, 1;Couvin;19810316
F;Michèle;Vanus;rue Augile 40;Eghezée;19880113
F;Nadia;Vanweinsteinde;rue du point de vue 1;Frasnes;19900613
F;Véronique;Vanye;Rue des Dalhias(BU) 3;Namur;19921111
F;Gwendoline;Vanye;Rue Saint-Barthélemy, Huls. 22;Couvin;19940606
M;Spiridon;Vargas Caeiro;Place des Tilleuls(BU) 4;Champion;19901126
M;Young;Veldeman;;Heer;19870209
F;Heloise;Vella;rue longue, 47;Viroinval;19791127
F;Clémence;Veloz;;Grand Manil;19990720
M;Dzeladin;Vercammen;rue Ainseveau 44;Wépion;19780603
F;Zara;Verdelli;Rue de Mosanville(LI) 20;Jambes (Namur);19910324
F;Marie;Verdin;4, rue bataillon des canaris;Heer;19790213
F;Lidwine;Verhaegen;rue Ainseveau 44;Treignes;19790503
M;Alain;Verhaegen;Rue de la Dodane 8;Nismes;19840417
F;Anne;Verheyden;Rue Joseph Debehogne(VD) 76;Longchamps (Nam.);19810122
F;Nadine;Verkauter;rue St Roch 91;Yvoir;19960716
F;Catherine;Verlaine;chaussée de Louvain 363/06;Bouge;19930329
M;Jean-Christian;Vermandel;rue de la place, 95;Namur;19790421
M;Maieul;Vermeeren;Rue Du Mie, 6;Boussu En Fagne;19901011
F;Violaine;Vermeren;13, chemin de la pompe;Bouge;19881021
M;Guy;Verplancke;Rue Bois d'Esneux(BN) 58;Namur;19830730
M;Louis;Verrax;Barrière d'En-Haut(CH) 7;Chimay;19850124
M;Gauthier;Verrees;Rue des Inhauts(BN) 46;Haltinne;19850918
F;Virginie;Vicente;Place Marie de Hongrie;Olloy-sur-Viroin;19850306
F;Nathalie;Vigneron;42 rue Pierssotte;Petigny;19860528
F;Nicole;Vigneron;chaussée de Louvain 363;Vezin;19870909
F;Nora;Ville;Rue H. Linchet, 24;Jambes;19891016
F;Anne-Marie;Vincart;Rue des Sarazins(CH) 88;Namur;19860703
M;Oscar;Vincart;31 Rue Bowe;Walcourt;19990713
F;Marie;Vincent;chemin Fosset 23;Namur;19970717
M;Raphaël;Vincent;Chaussée de Liège(JB) 299 /0018;Anhée;19980424
M;Olivier;Vincent;Rue Sainte-Agathe,LaforÛt 60;Boninne;20000515
M;Eugène;Vincke;rue de france, 43;Namur;19781019
M;José;Vingre;cité E Donnay 202;Oignies-en-Thiérache;19840501
F;Jeannine;Vlietinck;rue de Virelle 6;Vedrin;19920711
F;Alice;Von Der Decken;;Namur;19960424
F;Jelis;Vos;Rue Du Pied Noir 18;Pesche;19780623
M;Jean-Francois;VOS;Rue Arthur Joseph Piersotte(BU) 20;Namur;19870720
F;Sa;Vray;rue de Rocroi 38;Namur;19930313
F;Margaux;Vu Thi Ngoc;Rue de la prairie 10;Couvin;19910905
F;Elina;Wagemans;Rue Bataillon Des Canaris 24;Cognelée;19790709
M;Vincent;Wagner;rue de la fontaine, 22;Namur;19810414
F;Nina;Waldbillig;avenue de la libération 53;Anhée;19890220
M;Nicolas;Wanlin;Try Jaucquet(VD) 48;Mettet;19970814
F;Désirée;Warichet;Place du Vierly(WP) 3;Petigny;19880505
F;Marie-Henriette;Warland;Avenue de Marlagne 46;Couvin;19851008
M;Patrick;Warnant;Rue du Pajot,Spy 6 /000A;Fernelmont;19820831
M;Roland;Waroquet;rue du petit roly 2;Namur;19800924
F;Anne;Warzee;rue grande, 9;Vresse-sur-Semois;19830107
M;André;Wasnaire;rue des Monts, 67;Namur;19810804
F;Caroline;Watelet;Rue Des Oeillets 27;Saint-Servais;19840615
F;Latifa;Wathelet;avenue Bauduin 1 er 44;Bouge;19791115
F;Emma;Watillon;Rue Haymont(EP) 7;Belgrade;19970826
F;Angelina;Wauters;Rue Jean Tousseul(MD) 34;Daussoulx;19890216
M;ADRIEN;Wauters;Rue de la Gare de Cognelée(CG) 15;Fernelmont;19911104
F;Fabienne;Wauthier;Rue Des Packages 22;Petigny;19811207
M;Michael;Wauthier;rue de Forzée, 83B;Vedrin;19900101
F;Virginie;Wautot;rue des carrières, 49;Vedrin;19901006
M;Timothy;Wennekers;Rue de Sardanson(BU) 13 /0025;Namur;19800503
F;Claire;Werenne;rue bois de lahaut, 48;Belgrade;19950225
F;Catherine;Wernette;avenue du champia, 36;Vedrin;19801013
M;Thomas;Wernicke;Rue Bois d'Esneux(BN) 58;Couvin;19820608
M;Guillaume;WERON;Rue des Bruyères,Dhuy 134;Namur;19950730
M;Christian;Wets;rue des grands Prés 15;Namur;19990721
M;Vincent;Wiame;rue des pitteurs 23;Bouge;19840620
F;Filippa;Wilhelmi;rue chapelle beausart 80 B;Olloy-sur-Viroin;19810419
M;Samy;Willaerts;rue St Anne, 5;Namur;19930626
F;Marie-Paule;Willem;domaine des bouvreuils 16;Namur;19831214
M;Sebastien;Willem;Grand-Route, Hing. 22;Bouge;19851209
M;Yves;Willem;Rue Aux Vallées(MD) 36;Emines;19860806
M;Olivier;Willem;rue St Eloi, 19;Cul-des-Sarts;19891005
M;Joel;Willemart;Rue de Labie,Leuze 33;Beez;19860324
F;Isolina;Willemart;rue des balsamines 13;Bouge;19920318
F;Gaelle;Willems;rue Hector Fontaine 18;Namur;19910225
M;Bernard;Willot;Rue de Belair(LO) 4;Namur;19990910
M;Geoffroy;Wilmart;Rue Louis Haute(VD) 39;Bouge;19840313
